Titles,Company,Category,Location,Benefits,Highlights,Opportunities,Posted_Date,Link,page_id
Marketing Staff,Parami Hospital,"Marketing, Media, Creative",Yangon,Benefits: Monthly KPI target achievement allowance Annual leave refund if entitled Leave benefits according to the labor law Medical benefits upon permanent,Highlights:International Standard,Career Opportunities: Training provided,22 Feb 2024,https://www.jobnet.com.mm/job/marketing-staff-parami-hospital/95681,25
Engineering Assistant Manager,PRIME AUTOMOTIVE,"Engineering, Technical, HSE",Yangon,Benefits: -,Highlights:Join an experienced team,Career Opportunities: Promotion Opportunity,22 Feb 2024,https://www.jobnet.com.mm/job/engineering-assistant-manager-prime-automotive/96339,25
Human Resource Manager,KMA Group of companies,"HR, Training and Recruitment",Yangon,Benefits: Reward for over performance,Highlights:You can make a difference,Career Opportunities: Learn new skills on the job Career development,22 Feb 2024,https://www.jobnet.com.mm/job/human-resource-manager-kma-group-of-companies/84865,25
Accountant,DKT Myanmar,"Finance, Accounting, Audit",Yangon,Benefits: Bonus,"Highlights:We are on the lookout not just for talent, but also for friends and partners for the long term.",Career Opportunities: Learn new skills on the job,22 Feb 2024,https://www.jobnet.com.mm/job/accountant-dkt-myanmar/96338,25
Marketing Manager (Medical Equipment),Ever Glory Company Limited,"Marketing, Media, Creative",Yangon,Benefits: Bonus   Incentive  Meal & Travel Allowance  Reward for over performance (At least per year),Highlights:Fun Working Environment  International Standards  Make a difference  Join an experienced team,Career Opportunities: Training Provided  Learn new skills on the job  Management Potential,22 Feb 2024,https://www.jobnet.com.mm/job/marketing-manager-medical-equipment-ever-glory-company-limited/95710,25
(Sr.) Finance Manager,DKT Myanmar,"Finance, Accounting, Audit",Yangon,Benefits: Yearly Bonus,"Highlights:We are on the lookout not just for talent, but also for friends and partners for the long term.",Career Opportunities: Learn new skills on the job front.,22 Feb 2024,https://www.jobnet.com.mm/job/sr-finance-manager-dkt-myanmar/96336,25
Assistant Merchandising Manager,DKT Myanmar,"Sales, Business Development",Yangon,Benefits: Bonus,"Highlights:We are on the lookout not just for talent, but also for friends and partners for the long term.",Career Opportunities: Management Potential and Learn new skills on the job front.,22 Feb 2024,https://www.jobnet.com.mm/job/assistant-merchandising-manager-dkt-myanmar/96333,25
Contact Center Engineer,KBZ Bank,"IT Hardware, Software",Yangon,Benefits: Quarterly Bonus Ferry Provided Health Insurance,Highlights:International Standards,Career Opportunities: Learn new skill on job,22 Feb 2024,https://www.jobnet.com.mm/job/contact-center-engineer-kbz-bank/96332,25
Modern Trade Manager,DKT Myanmar,"Sales, Business Development",Yangon,Benefits: Bonus,"Highlights:We are on the lookout not just for talent, but also for friends and partners for the long term.",Career Opportunities: Management Potential and Learn new skills on the job front.,22 Feb 2024,https://www.jobnet.com.mm/job/modern-trade-manager-dkt-myanmar/96330,25
Associate (Business Development),Systematic Business Solution,Research and Development,Yangon,Benefits: Year-end bonus			 Annual increment,Highlights:Opportunity to attend and learn the internal and external training providers by company at foreign and local facilities.,Career Opportunities: Opportunities to learn new skills and technology Promotion will be giving base on KPI.,22 Feb 2024,https://www.jobnet.com.mm/job/associate-business-development-systematic-business-solution/96328,25
Treasury Manager,Grand Royal Group International,"Finance, Accounting, Audit",Yangon,Benefits: Bonus,Highlights:You can make a difference,Career Opportunities: Opportunities for promotion,22 Feb 2024,https://www.jobnet.com.mm/job/treasury-manager-grand-royal-group-international/96327,25
HR Executive (Myaung Da Gar Industrial Zone),Industry Leading Company,"HR, Training and Recruitment",Yangon,Benefits: Reward for over performance,Highlights:Join a winning team,Career Opportunities: Learn new skills and techniques,22 Feb 2024,https://www.jobnet.com.mm/job/hr-executive-myaung-da-gar-industrial-zone/96326,25
HR Executive,Myanmar Kaido,"HR, Training and Recruitment",Yangon,Benefits: -,Highlights:-,Career Opportunities: -Training Provided  -Learn new skills on the job -Management Potential,22 Feb 2024,https://www.jobnet.com.mm/job/hr-executive-myanmar-kaido/96324,25
Auditor (Male 2 Posts),"EAC Services Co., Ltd","Finance, Accounting, Audit",Yangon,Benefits: Ferry Provides,Highlights:Fun working Environment,Career Opportunities: Promotion,22 Feb 2024,https://www.jobnet.com.mm/job/auditor-male-2-posts-eac-services-co-ltd/95321,25
Admin Executive,RG Express,Administrative,Yangon,Benefits: Sunday & Public Holiday Off,Highlights:Sunday & Public Holiday Off,Career Opportunities: Training Provied Learn new Skill on Job Pormotion Opp Management Potential,22 Feb 2024,https://www.jobnet.com.mm/job/admin-executive-rg-express/96322,25
Devices Engineer (CCC Section),KBZ Bank,"IT Hardware, Software",Yangon,Benefits: - Bonus + Uniform,Highlights:- Fun Working Environment,Career Opportunities: - Learn new skills and techniques,22 Feb 2024,https://www.jobnet.com.mm/job/devices-engineer-ccc-section-kbz-bank/96321,25
Business Analyst (Transaction Banking),KBZ Bank,"IT Hardware, Software",Yangon,"Benefits: Quarterly Bonus  Sat,Sun and Public Holidays",Highlights:Join an difference team,Career Opportunities: Possibility for job training,22 Feb 2024,https://www.jobnet.com.mm/job/business-analyst-transaction-banking-kbz-bank/87746,25
Sales Consultant-prefer from Automotive industry,PRIME AUTOMOTIVE,"Sales, Business Development",Yangon,Benefits: Sales Commission +++ Other Allowance +++,Highlights:-,Career Opportunities: Learn new skills on the jobs. Promotion opportunities Training provided,22 Feb 2024,https://www.jobnet.com.mm/job/sales-consultant-prefer-from-automotive-industry-prime-automotive/94341,26
Sales Surveyor (Yangon),Javelin Services Ltd(AEQUITAS Holding)),"Sales, Business Development",Yangon,Benefits: • Work for an International company • Develop your skills to international standards,Highlights:Work as part of a tight-knit international team of professionals,Career Opportunities: • Training provided • Work closely with sales team + Head of Sales • Develop your Sales skills • Travel opportunities,22 Feb 2024,https://www.jobnet.com.mm/job/sales-surveyor-yangon-javelin-services-ltdaequitas-holding/94317,26
Training Officer (HRD- Supervisor),Capital Taiyo Life Insurance,"HR, Training and Recruitment",Yangon,"Benefits: Basic Salary + Ferry Allowance Mon to Fri (8:30 AM to 5:00 PM) Sat & Sun, Public Holiday (Off)",Highlights:Join a winning team,Career Opportunities: Opportunities for promotion,22 Feb 2024,https://www.jobnet.com.mm/job/training-officer-hrd-supervisor-capital-taiyo-life-insurance/95903,26
𝐌𝐨𝐭𝐢𝐨𝐧 𝐆𝐫𝐚𝐩𝐡𝐢𝐜 𝐃𝐞𝐬𝐢𝐠𝐧𝐞𝐫,Blue Sky Visionary,"Marketing, Media, Creative",Yangon,"Benefits: -Sat, Sun & Public holidays off  - Phone bill provided",Highlights:- Join an experienced team,Career Opportunities: - Learn new skills on the job,21 Feb 2024,https://www.jobnet.com.mm/job/𝐌𝐨𝐭𝐢𝐨𝐧-𝐆𝐫𝐚𝐩𝐡𝐢𝐜-𝐃𝐞𝐬𝐢𝐠𝐧𝐞𝐫-blue-sky-visionary/96316,26
Audit Manager,Super Seven Stars,"Finance, Accounting, Audit",Yangon,"Benefits: Sat, Sunday and Public Holiday Transportation Allowance (or) Ferry Provide",Highlights:Join a winning team,Career Opportunities: Possibility for job training,21 Feb 2024,https://www.jobnet.com.mm/job/audit-manager-super-seven-stars/96315,26
Machine Operator (FEMALE),Colgate-Palmolive (Myanmar) Ltd.,"Engineering, Technical, HSE",Yangon,Benefits: - Fixed bonus - Other allowances - Transportation arrangement if out of Shwe Pyi Thar,Highlights:- International standards,Career Opportunities: - learning opportunities,21 Feb 2024,https://www.jobnet.com.mm/job/machine-operator-female-colgate-palmolive-myanmar-ltd/96314,26
Data Analyst,Dauntless Discovery International,"IT Hardware, Software",Yangon,Benefits: Private Health Insurance + Flexi Working Hours + Leave Benefits + OT Incentives,"Highlights:- 30-40 hrs per week & OT(x2 pay), Weekly Pay Range 100,000 MMK to 150,000 MMK - Great Flexibility- Fun Working Environment - Lots of Trainings",Career Opportunities: - Training Provided - Career Progression and Opportunity to become a Project Manager,21 Feb 2024,https://www.jobnet.com.mm/job/data-analyst-dauntless-discovery-international/96313,26
Finance Officer,Phee Group Of Companies,"Finance, Accounting, Audit",Yangon,Benefits: * Performance Bonus,Highlights:* International Standards * Make a difference * Join an experienced team,Career Opportunities: * Training provided * Learn new skills on the job * Promotion opportunity,21 Feb 2024,https://www.jobnet.com.mm/job/finance-officer-phee-group-of-companies/96311,26
Supervisor (Branding),Capital Taiyo Life Insurance,"Marketing, Media, Creative",Yangon,Benefits: Basic Salary + Ferry Allowance,"Highlights:Off days- Sat, Sun and Public Holidays. Office Hours: 8:30 AM to 5:00 PM Email Address: hrrecruitment@capitaltaiyolife.com Viber Phone: 09954433071",Career Opportunities: Possibility for job training,21 Feb 2024,https://www.jobnet.com.mm/job/supervisor-branding-capital-taiyo-life-insurance/95936,26
Sales & Marketing Assistant Officer,Edulink Myanmar,"Marketing, Media, Creative",Yangon,Benefits: * Bonus+Commision * Rewards for overperformance,Highlights:* Fun working environment * International Standards * Make a difference * Join an experienced team,Career Opportunities: * Training provided * Learn new skills on the job * Promotion opportunities * Management potential,21 Feb 2024,https://www.jobnet.com.mm/job/sales-and-marketing-assistant-officer-edulink-myanmar/96307,26
Architect (Level 1-2),Unfold Design Collective,"Architecture, Design",Yangon,Benefits: Bonus + allowance Paid sick leave Grant for skill-training,Highlights:Informal studio workspace Flexible & result-based Creativity-driven & inclusive workflow,Career Opportunities: Skill development Potential promotion based on annual performance review,21 Feb 2024,https://www.jobnet.com.mm/job/architect-level-1-2-unfold-design-collective/95478,26
"Assistant Manager, Statutory Reporting",ATOM,"Finance, Accounting, Audit",Yangon,Benefits: - Airtime Usage - Medical Insurance Coverage  - Bonus Entitlement,Highlights:-Make a difference -Join an experienced team,Career Opportunities: -Learn new Skills on the job,21 Feb 2024,https://www.jobnet.com.mm/job/assistant-manager-statutory-reporting-atom/94755,26
Medical Product Specialist - Myeik,Servier (S) Pte. Ltd (Myanmar Branch),"Medical, Nursing, Pharmacy",Taninthayi  Division,Benefits: Performance base incentives and other remunerations.,Highlights:Join a winning team,Career Opportunities: Possibility for job training,21 Feb 2024,https://www.jobnet.com.mm/job/medical-product-specialist-myeik-servier-s-pte-ltd-myanmar-branch/86937,26
Admin Assistant,Quantum HR,Administrative,Yangon,"Benefits: • Health Insurance, Life Insurance • Corporate mobile Package",Highlights:• Monday to Friday & Alternate Saturdays • Bahan Office and Thilawa Factory (Alternate Days),Career Opportunities: • International Company • Working with regional team directly • Be a part of multinational team,21 Feb 2024,https://www.jobnet.com.mm/job/admin-assistant-quantum-hr/96304,26
Secretary,J DONUTS Production,"PR, Communications",Yangon,Benefits: Attractive Salary & Incentive Lunch and Ferry will be provided,Highlights:Fun Working Environment,Career Opportunities: Learn new Skills on the job Promotion opportunities Management potential,21 Feb 2024,https://www.jobnet.com.mm/job/secretary-j-donuts-production/96303,26
"Asst Manager/Manager,Channel Management(Mon State)",ATOM,"Sales, Business Development",Mon State,Benefits: Airtime Usage Medical Insurance Coverage Bonus Entitlement,Highlights:International Standards Join an experienced team!,Career Opportunities: Training provided Learn new Skills on the job!,21 Feb 2024,https://www.jobnet.com.mm/job/asst-manager-manager-channel-managementmon-state-atom/96052,26
Regional Security Manager,Exera Myanmar,Administrative,Yangon,Benefits: • Additional Benefits According to Company's Policy • Flexible Working Hours • Remote Work Option,Highlights:• An awesome company • Join a winning team • You can make a difference,Career Opportunities: • Probability of internal promotion • Job Training Opportunities • Learn new skills and techniques,21 Feb 2024,https://www.jobnet.com.mm/job/regional-security-manager-exera-myanmar/95619,26
"Asst Manager/Manager, Channel Management (Pathein)",ATOM,"Sales, Business Development",Ayeyawady  Division,Benefits: - Airtime Usage - Medical Insurance Coverage - Bonus Entitlement,Highlights:-Make a difference -Join an experienced team,Career Opportunities: -Learn new Skills on the job,21 Feb 2024,https://www.jobnet.com.mm/job/asst-manager-manager-channel-management-pathein-atom/96047,26
"Manager, Head Of Regional Retail Operation",ATOM,"Sales, Business Development",Mandalay,Benefits: -Competitive Salary Package -Quarterly Bonus -Medical Insurance -Provide Transportation,Highlights:-Make a difference -Join an experienced team,Career Opportunities: -Learn new Skills on the job,21 Feb 2024,https://www.jobnet.com.mm/job/manager-head-of-regional-retail-operation-atom/95827,26
Tele Sales Supervisor (Mandalay WS),Leading Pharmaceutical Industry,"Sales, Business Development",Mandalay,Benefits: *KPI payment *Overtime payment,Highlights:Join a winning team,Career Opportunities: *Promotion opportunities *Management potential,21 Feb 2024,https://www.jobnet.com.mm/job/tele-sales-supervisor-mandalay-ws-leading-pharmaceutical-industry/96301,26
Relationship Manager- Transaction Banking Services,Yoma Bank,"Sales, Business Development",Mandalay,Benefits: •    Ferry Provided •    Mobile Phone Allowance •    Life Insurance •    Limited Medical Cover,Highlights:•    Empowered Working Environment •    Diverse Team,Career Opportunities: •    Learning and Development Platform •    Opportunities to Explore Multiple Career Paths,21 Feb 2024,https://www.jobnet.com.mm/job/relationship-manager-transaction-banking-services-yoma-bank/95386,26
"Asst. Manager/Manager,IT Infrastructure & Security",ATOM,"IT Hardware, Software",Yangon,Benefits: -Competitive Salary Package -Quarterly Bonus -Medical Insurance -Provide Transportation,Highlights:-Make a difference -Join an experienced team,Career Opportunities: -Learn new Skills on the job,21 Feb 2024,https://www.jobnet.com.mm/job/asst-manager-manager-it-infrastructure-and-security-atom/95546,26
HR Admin Manager,Grand Wynn Group of Companies,"HR, Training and Recruitment",Yangon,Benefits: . Ferry . Uniform . Coffee . Incentive . Phone Bill,Highlights:. Fun Working environment . Make a difference . Join an experienced team,Career Opportunities: . Training Provided . Promotion opportunities . Management potential . Industry Specialization,21 Feb 2024,https://www.jobnet.com.mm/job/hr-admin-manager-grand-wynn-group-of-companies/94536,26
IT Procurement Executive,AGD Bank,"IT Hardware, Software",Yangon,Benefits: Ferry Provided,Highlights:Fun Working Environment,Career Opportunities: Learn new skills on the job,21 Feb 2024,https://www.jobnet.com.mm/job/it-procurement-executive-agd-bank/96299,26
Full Stack Developer,Infinity Global Solutions,"IT Hardware, Software",Yangon,Benefits: Overtime Payment,Highlights:Join an experienced Team,Career Opportunities: Possibility for job training,21 Feb 2024,https://www.jobnet.com.mm/job/full-stack-developer-infinity-global-solutions/96298,26
Sales Representative (Mandalay),Coca-Cola Pinya Beverages Myanmar,"Sales, Business Development",Mandalay,Benefits: Bonus + Commission,Highlights:An awesome company,Career Opportunities: Possibility for job training,21 Feb 2024,https://www.jobnet.com.mm/job/sales-representative-mandalay-coca-cola-pinya-beverages-myanmar/96296,26
Senior Manager - Head Of Statutory Reporting,ATOM,"Finance, Accounting, Audit",Yangon,Benefits: -Competitive Salary Package -Quarterly Bonus -Medical Insurance -Provide Transportation,Highlights:-Make a difference -Join an experienced team,Career Opportunities: -Learn new Skills on the job,21 Feb 2024,https://www.jobnet.com.mm/job/senior-manager-head-of-statutory-reporting-atom/95829,26
Sales Manager,KBZ Bank,"Sales, Business Development",Yangon,"Benefits: Bonus Ferry provided  Sat, Sun and public holidays off",Highlights:Make a difference,Career Opportunities: Promotion Opportunities,21 Feb 2024,https://www.jobnet.com.mm/job/sales-manager-kbz-bank/86854,26
M&E Engineer (Quantity Surveyors Cum Site),Synergy Plus,"Engineering, Technical, HSE",Yangon,Benefits: - Uniform  - Overtime Payment,Highlights:An awesome company,Career Opportunities: Opportunities for promotion,21 Feb 2024,https://www.jobnet.com.mm/job/mande-engineer-quantity-surveyors-cum-site-synergy-plus/95483,26
Security Engineer (IT Security Operation),MPT - Myanma Posts & Telecommunications,"Project, Operations Management",Yangon,Benefits: *Ferry Transport *Health Insurance *Performance Bonus,Highlights:*An awesome company - Join a winning team - You can make a difference,Career Opportunities: *Opportunities for promotion - Possibility for job training - Learn new skills and techniques,21 Feb 2024,https://www.jobnet.com.mm/job/security-engineer-it-security-operation-mpt-myanma-posts-and-telecommunications/96291,26
Sales & Marketing Assistant,"Bridging International Co,Ltd","Sales, Business Development",Yangon,Benefits: •	Reward for over performance,Highlights:•	Fun Working environment •	International Standards •	Make a difference •	Join an experienced team,Career Opportunities: •	Learn new Skills on the job •	Promotion opportunities •	Management potential,21 Feb 2024,https://www.jobnet.com.mm/job/sales-and-marketing-assistant-bridging-international-co-ltd/96284,27
Assistant Marketing Manager,"Kaung Swann Htet Trading Co., Ltd","Marketing, Media, Creative",Mandalay,Benefits: Bonus Meal or Travel Allowance Uniform Ferry,Highlights:Join an experience team Fun working environment,Career Opportunities: Training provided,21 Feb 2024,https://www.jobnet.com.mm/job/assistant-marketing-manager-kaung-swann-htet-trading-co-ltd/96282,27
Sales & Marketing Executive,"Beehive Deco Trading Co.,Ltd","Sales, Business Development",Mandalay,Benefits: * (လစာ + ရှားပါးစရိတ် + ရက်မှန်ကြေး + incentive + phone bill (sim card))  * Office Supporting (office cycles + office cars),Highlights:* Staff Entertainment * Event Bonus * Yearly Bonus * Family type work environment * Healthy care,Career Opportunities: * Product Training * Knowledge Sharing about sales with others * Self confidence for your product * improve your fields * Provide Training,21 Feb 2024,https://www.jobnet.com.mm/job/sales-and-marketing-executive-beehive-deco-trading-co-ltd/96281,27
Oversea Educational Consultant,British University College,"Education, Teaching, Childcare",Yangon,Benefits: - Rewards over performance,Highlights:Fun working environment International Standard,Career Opportunities: Promotion opportunity Chance to learn new skill in job,21 Feb 2024,https://www.jobnet.com.mm/job/oversea-educational-consultant-british-university-college/96276,27
Senior Business Development Executive,"NearMe Co.,Ltd","Sales, Business Development",Yangon,"Benefits: -Attractive Salary -Ferry Provided -Sat, Sun and Public Holidays Off",Highlights:-Fun working environment -Join an experienced team,Career Opportunities: -Learn new skills on the job,21 Feb 2024,https://www.jobnet.com.mm/job/senior-business-development-executive-nearme-co-ltd/96271,27
Digital Marketing Manager,Nut House Myanmar,"Marketing, Media, Creative",Yangon,Benefits: Ferry Provide,Highlights:Join an experienced Team,Career Opportunities: Management potential,21 Feb 2024,https://www.jobnet.com.mm/job/digital-marketing-manager-nut-house-myanmar/96269,27
Store Account,"City Global Mark Services Co., Ltd","Finance, Accounting, Audit",Yangon,Benefits: * လစာ + ရက်မှန်ကြေး + နှစ်စဥ် ဆုကြေး,Highlights:You can make a difference,Career Opportunities: Learn new skills and techniques,21 Feb 2024,https://www.jobnet.com.mm/job/store-account-city-global-mark-services-co-ltd/96265,27
IT Assistant,"Myanmar Fiber Optic Communication Network Co., Ltd","IT Hardware, Software",Yangon,Benefits: Phone bill allowance Ferry provided Health Insurance Social security Funds,Highlights:Expected salary for talented employee High standard working environment Work with overseas colleagues,Career Opportunities: Annual award according to your performance Chance to get new challenge at different departments,21 Feb 2024,https://www.jobnet.com.mm/job/it-assistant-myanmar-fiber-optic-communication-network-co-ltd/96261,27
Assistant Manager- Complaint Handling,Tumil Holdings Limited,"Customer Service, Support",Yangon,Benefits: Ferry provided,Highlights:Join an experienced team,Career Opportunities: Learn new skills on the job,21 Feb 2024,https://www.jobnet.com.mm/job/assistant-manager-complaint-handling-tumil-holdings-limited/96259,27
Software Senior Quality Assurance,"Blue Stone Solution Co.,Ltd.","IT Hardware, Software",Yangon,"Benefits: - Transportation Allowance Provided - Myanmar New Year Bonus  - Yearly salary increments and promotions  - Company Trips, Dinners and Welfare",Highlights:- Fun Working Environments  - International Standard,Career Opportunities: - Training Provided  - Learn New Skills On The Job,21 Feb 2024,https://www.jobnet.com.mm/job/software-senior-quality-assurance-blue-stone-solution-co-ltd/96257,27
Head Of Trade & Transaction Banking Services,Myanma Apex Bank (MAB) Ltd,"Strategy, Planning",Yangon,Benefits: - Transportation provided - Mobile phone allowance,Highlights:- International standards,Career Opportunities: - Promotion opportunites,21 Feb 2024,https://www.jobnet.com.mm/job/head-of-trade-and-transaction-banking-services-myanma-apex-bank-mab-ltd/96255,27
Junior Service Engineer (Electrical/Mechatronics),"Bridging International Co,Ltd","Engineering, Technical, HSE",Yangon,Benefits: •	Rewards for over performance,Highlights:•	Fun Working environment •	International Standards •	Make a difference •	Join an experienced team,Career Opportunities: •	Training provided •	Learn new Skills on the job •	Promotion opportunities •	Management potential,21 Feb 2024,https://www.jobnet.com.mm/job/junior-service-engineer-electrical-mechatronics-bridging-international-co-ltd/96254,27
Senior Analyst (Research & Analysis),Exera Myanmar,Research and Development,Yangon,Benefits: • Additional Benefits According to Company's Policy • Flexible Working Hours • Remote Work Option,Highlights:• An awesome company • Join a winning team • You can make a difference,Career Opportunities: • Probability of internal promotion • Job Training Opportunities • Learn new skills and techniques,21 Feb 2024,https://www.jobnet.com.mm/job/senior-analyst-research-and-analysis-exera-myanmar/95614,27
Human Resource Executive,Myanmar Information Highway,"HR, Training and Recruitment",Yangon,Benefits: Rewards for over performance,"Highlights:Fun Working Environment, Internation Standard",Career Opportunities: Learn new skills on the job..,21 Feb 2024,https://www.jobnet.com.mm/job/human-resource-executive-myanmar-information-highway/96251,27
TOC Shift Leader,Young Investment Group,"Engineering, Technical, HSE",Yangon,Benefits: Overtime Payments,Highlights:Fun Working enviroment,Career Opportunities: Learn new skills on the job,21 Feb 2024,https://www.jobnet.com.mm/job/toc-shift-leader-young-investment-group/96249,27
IT Assistant,"Focus Star Co.,Ltd","IT Hardware, Software",Yangon,Benefits: Ferry Uniform,Highlights:Fun working enviroment Standard Role,Career Opportunities: Possibility for job training,21 Feb 2024,https://www.jobnet.com.mm/job/it-assistant-focus-star-co-ltd/96248,27
Admission Executive,Myanmar International School Yangon,"Customer Service, Support",Yangon,Benefits: Lunch Ferry,Highlights:Join a winning team,Career Opportunities: Learn new skills and techniques,21 Feb 2024,https://www.jobnet.com.mm/job/admission-executive-myanmar-international-school-yangon/96247,27
TOC Engineer (NOC Engineer),Multi-industry & multinational conglomerate,"Engineering, Technical, HSE",Yangon,Benefits: Overtime payments,Highlights:Fun Working enviorment,Career Opportunities: Learn new skills on the job,21 Feb 2024,https://www.jobnet.com.mm/job/toc-engineer-noc-engineer-multi-industry-and-multinational-conglomerate/96246,27
Account Manager (Taxation),Leading Group of Companies,"Finance, Accounting, Audit",Yangon,Benefits: Transportation Rewards over performance,Highlights:Highly motivated result driven Well organized,Career Opportunities: Learning opportunities Career Development,21 Feb 2024,https://www.jobnet.com.mm/job/account-manager-taxation-leading-group-of-companies/95670,27
Tax Accountant,Leading Group of Companies,"Finance, Accounting, Audit",Yangon,Benefits: Transportation Rewards over performance,Highlights:Highly motivated Result driven Well organized,Career Opportunities: Learning opportunities Career Development,21 Feb 2024,https://www.jobnet.com.mm/job/tax-accountant-leading-group-of-companies/95671,27
Sales Manager (Copier Machine),"Global Technology Co., Ltd (GlobalNet)","Sales, Business Development",Yangon,"Benefits: Uniform Transportation Allowance  Annual Bonus Saturday , Sunday & Gazette Day Off",Highlights:-,Career Opportunities: -,21 Feb 2024,https://www.jobnet.com.mm/job/sales-manager-copier-machine-global-technology-co-ltd-globalnet/96245,27
Merchandizing Senior Supervisor (Liquor),Leading Myanmar Retailer,"Procurement, Supply Chain",Yangon,"Benefits: -Sat, Sun, Public Holiday - OFF -Provide Ferry -Yearly increment -Yearly bonus",Highlights:-Health Care Benefits -Hospital Care Benefits,Career Opportunities: - Free E-learning platform on Gnowbe,21 Feb 2024,https://www.jobnet.com.mm/job/merchandizing-senior-supervisor-liquor-leading-myanmar-retailer/96244,27
Audit Supervisor,"Focus Star Co.,Ltd","Finance, Accounting, Audit",Yangon,Benefits: Ferry Uniform,Highlights:Join a winning team,Career Opportunities: Possibility for job training,21 Feb 2024,https://www.jobnet.com.mm/job/audit-supervisor-focus-star-co-ltd/96243,27
Sales Drive,"Focus Star Co.,Ltd","Sales, Business Development",Yangon,Benefits: Ferry Uniform,Highlights:An awesome company,Career Opportunities: Opportunities for promotion,21 Feb 2024,https://www.jobnet.com.mm/job/sales-drive-focus-star-co-ltd/96242,27
Cashier,"Focus Star Co.,Ltd","Finance, Accounting, Audit",Yangon,Benefits: Ferry Uniform,"Highlights:LCCI I,II",Career Opportunities: Opportunities for promotion,21 Feb 2024,https://www.jobnet.com.mm/job/cashier-focus-star-co-ltd/96241,27
Sales And Marketing Manager,SHICHIDA MYANMAR,"Sales, Business Development",Yangon,Benefits: - Bonus based on performance - Salary increment based on performance & loyalty - Ferry (post for YGN only),Highlights:- Attitude - Discipline  - Skills,Career Opportunities: - Learning at new job - Yearly internal and external training provided by company - Opportunity of promotion depend on service experience and skills,20 Feb 2024,https://www.jobnet.com.mm/job/sales-and-marketing-manager-shichida-myanmar/96239,27
Photographer,Banner Gems and Jewellery,"Marketing, Media, Creative",Yangon,Benefits: Lunch provided,Highlights:You can make a difference,Career Opportunities: Possibility for job training,20 Feb 2024,https://www.jobnet.com.mm/job/photographer-banner-gems-and-jewellery/96238,27
"Regional Sales Head, Yangon (Onepay)",AGD Bank,"Sales, Business Development",Yangon,Benefits: *Ferry Provide,Highlights:*Fun Working Environment,Career Opportunities: *Management Potential,20 Feb 2024,https://www.jobnet.com.mm/job/regional-sales-head-yangon-onepay-agd-bank/96233,27
စက်ရုံ၀န်ထမ်း(စက်ကိုင်/ဖြတ်/ဆွဲ -South Dagon),"Kai Qi Myanmar Aluminum Development Co.,Ltd","Manufacturing, Factory",Yangon,Benefits: Performance Salary,Highlights:An awesome company,Career Opportunities: Opportunities for promotion,20 Feb 2024,https://www.jobnet.com.mm/job/စက်ရုံ၀န်ထမ်းစက်ကိုင်-ဖြတ်-ဆွဲ-south-dagon-kai-qi-myanmar-aluminum-development-co-ltd/95771,27
QA Coordinator (Mandalay),Mega Lifesciences Ltd,Quality Assurance,Mandalay,"Benefits: -Yearly salary review.  -Yearly Bonus  -Alternate Saturday Off,",Highlights:-Intel' standard.  -Very good working environment.  -Safety first working area.,Career Opportunities: - Have a chance to learn S.O.P awareness.  -Opportunity for promotion.  -Needed training always provided.,20 Feb 2024,https://www.jobnet.com.mm/job/qa-coordinator-mandalay-mega-lifesciences-ltd/96232,27
Application Engineer,DKSH ( Myanmar ) Ltd.,"Engineering, Technical, HSE",Yangon,Benefits: - According to the company policy,Highlights:You can make a difference,Career Opportunities: Learn new skills and techniques,20 Feb 2024,https://www.jobnet.com.mm/job/application-engineer-dksh-myanmar-ltd/96230,28
Monitoring Engineer (Server Operation),MPT - Myanma Posts & Telecommunications,"Engineering, Technical, HSE",Yangon,Benefits: *Ferry Transport *Health Insurance *Performance Bonus,Highlights:An awesome company - Join a winning team - You can make a difference,Career Opportunities: Opportunities for promotion - Possibility for job training - Learn new skills and techniques,20 Feb 2024,https://www.jobnet.com.mm/job/monitoring-engineer-server-operation-mpt-myanma-posts-and-telecommunications/96229,28
KEY ACCOUNT EXECUTIVE (EVENT & MEDIA),"Zurich Marketing Co., Ltd","Marketing, Media, Creative",Yangon,Benefits: Bonus Entitlement  Promotion Opportunities,Highlights:Join an experienced team,Career Opportunities: Promotion Opportunities,20 Feb 2024,https://www.jobnet.com.mm/job/key-account-executive-event-and-media-zurich-marketing-co-ltd/96228,28
"Transaction Monitoring Asst Manager, Onepay",AGD Bank,"Project, Operations Management",Yangon,Benefits: Provide Transportation,Highlights:Make a difference,Career Opportunities: Learn new skills on the job,20 Feb 2024,https://www.jobnet.com.mm/job/transaction-monitoring-asst-manager-onepay-agd-bank/96222,28
Student Recruitment Coordinator (Sales),Seezar Soesan Group of Companies,"Sales, Business Development",Yangon,Benefits: Meal Allowance Sales Target Bonus,Highlights:Fun Working Environment Work with experienced team Make a different,Career Opportunities: Learning new skills Training provided Career Development,20 Feb 2024,https://www.jobnet.com.mm/job/student-recruitment-coordinator-sales-seezar-soesan-group-of-companies/92474,28
IT Support Executive,British University College,"IT Hardware, Software",Yangon,Benefits: - Rewards over performance,Highlights:Fun working environment International Standard,Career Opportunities: Promotion opportunity Chance to learn new skill in job,20 Feb 2024,https://www.jobnet.com.mm/job/it-support-executive-british-university-college/96219,28
